gene_id	gene_short_name	chr	gene_biotype	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_l2fc	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_padj	genotype_Cdh2_Cdh2KO_Clone1vsCdh2Het_signif	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_l2fc	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_padj	genotype_Cdh2_Cdh2KO_Clone2vsCdh2Het_signif	genotype_Snai1_Snai1KO_Clone1vsWT_l2fc	genotype_Snai1_Snai1KO_Clone1vsWT_padj	genotype_Snai1_Snai1KO_Clone1vsWT_signif	genotype_Snai1_Snai1KO_Clone2vsWT_l2fc	genotype_Snai1_Snai1KO_Clone2vsWT_padj	genotype_Snai1_Snai1KO_Clone2vsWT_signif
ENSMUSG00000025907	Rb1cc1	chr1	protein_coding	0.226668371002292	0.0451957281328904	FALSE	0.0771223085204604	0.999999618177928	FALSE	-0.0971432443784961	0.412503662834323	FALSE	-0.20448685732038	0.057681333628115	FALSE
ENSMUSG00000087247	Alkal1	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	0.0689373003234651	NA	FALSE	NA	NA	FALSE
ENSMUSG00000033740	St18	chr1	protein_coding	2.7628582535736	NA	FALSE	3.32805044734576	NA	FALSE	-0.514481321274424	NA	FALSE	-1.72569113301568	NA	FALSE
ENSMUSG00000051285	Pcmtd1	chr1	protein_coding	0.0686623758398678	0.847023981916689	FALSE	-0.0687263255618562	0.999999618177928	FALSE	0.0772345486471099	0.486571412538729	FALSE	0.15552318465722	0.115475975775183	FALSE
ENSMUSG00000025909	Sntg1	chr1	protein_coding	-0.894123652164178	NA	FALSE	-0.117625375774434	NA	FALSE	-1.19632434230588	NA	FALSE	-0.739472632468453	NA	FALSE
ENSMUSG00000061024	Rrs1	chr1	protein_coding	-0.188105569847887	0.0677478542062215	FALSE	-0.049480463362085	0.999999618177928	FALSE	-0.210372660629203	0.00702975663714857	FALSE	-0.195736422793657	0.0160344112907046	FALSE
ENSMUSG00000025911	Adhfe1	chr1	protein_coding	0.485793077490829	NA	FALSE	-0.450390624018633	NA	FALSE	1.19464779192693	0.0932422922552129	FALSE	1.17772794627649	0.0917547477502687	FALSE
ENSMUSG00000067879	Vxn	chr1	protein_coding	NA	NA	FALSE	2.27568136307727	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025912	Mybl1	chr1	protein_coding	0.0904368112708598	0.859406628263823	FALSE	0.102318332397842	0.999999618177928	FALSE	0.293141414079819	0.0416583742212138	FALSE	-0.0828564543739557	0.668011191477111	FALSE
ENSMUSG00000045210	Vcpip1	chr1	protein_coding	0.0906522243756908	0.612187992816126	FALSE	0.133560275699015	0.688667290650041	FALSE	-0.17983929935613	0.0522966185374423	FALSE	-0.219521615044628	0.0310685709455736	FALSE
ENSMUSG00000025915	Sgk3	chr1	protein_coding	0.0963012804159315	0.961733368767268	FALSE	0.52367910266859	0.999999618177928	FALSE	1.28049827104347	9.81403908950602e-07	TRUE	1.18656489414689	8.5306148951265e-06	TRUE
ENSMUSG00000046101	Mcmdc2	chr1	protein_coding	-0.268935650796293	NA	FALSE	0.857963167702402	NA	FALSE	1.59990481492659	NA	FALSE	-0.207992823395794	NA	FALSE
ENSMUSG00000099032	Tcf24	chr1	protein_coding	-0.52822182023054	NA	FALSE	-0.730557689368551	NA	FALSE	0.742614047245811	0.228393359792826	FALSE	0.604751462511604	0.352339472105151	FALSE
ENSMUSG00000025916	Ppp1r42	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025917	Cops5	chr1	protein_coding	-0.0546515144115486	0.747793532292054	FALSE	-0.0164492885794567	0.999999618177928	FALSE	0.104824045237864	0.19014825731178	FALSE	0.087829750580755	0.306396116250778	FALSE
ENSMUSG00000056763	Cspp1	chr1	protein_coding	-0.115287929772475	0.636888802757737	FALSE	-0.109046479030177	0.999999618177928	FALSE	-0.011904132833165	0.943834145706406	FALSE	-0.0949892058627481	0.505614883858945	FALSE
ENSMUSG00000067851	Arfgef1	chr1	protein_coding	-0.0636854898060763	0.671588386214636	FALSE	-0.0418896466935908	0.999999618177928	FALSE	0.349174867677587	1.08130077903938e-12	FALSE	0.362935779923949	1.25765995414643e-11	FALSE
ENSMUSG00000042501	Cpa6	chr1	protein_coding	-0.643774027446747	NA	FALSE	-0.358530104624567	NA	FALSE	-1.49288152435478	0.249559103977706	FALSE	-0.856411277315923	0.481857660053207	FALSE
ENSMUSG00000048960	Prex2	chr1	protein_coding	0.0907066235103922	0.733789875594098	FALSE	-0.111081411284537	0.999999618177928	FALSE	0.653521623401633	8.65335096707433e-09	FALSE	0.523156657726902	9.87811126723394e-06	FALSE
ENSMUSG00000057715	A830018L16Rik	chr1	protein_coding	0.291693836265211	0.671077260041004	FALSE	0.252541959021213	0.999999618177928	FALSE	0.654813652209156	0.00631950584219453	FALSE	0.680807302443849	0.00440687864896375	FALSE
ENSMUSG00000016918	Sulf1	chr1	protein_coding	-0.0671956253613342	0.686350099589805	FALSE	0.146708009264031	0.374516818588868	FALSE	0.51703551393931	4.83532181243068e-26	FALSE	0.495404187334715	3.32481403792178e-21	FALSE
ENSMUSG00000025938	Slco5a1	chr1	protein_coding	-0.188398765061237	0.361861298072689	FALSE	0.0621026914728929	0.999999618177928	FALSE	0.371560295163594	1.69240164975481e-09	FALSE	0.238323186012223	0.000872795859415931	FALSE
ENSMUSG00000042414	Prdm14	chr1	protein_coding	-1.10236634339003	NA	FALSE	0.608464551117302	NA	FALSE	1.29093252827721	0.309534929955439	FALSE	1.71945846681476	0.104968274615421	FALSE
ENSMUSG00000005886	Ncoa2	chr1	protein_coding	0.0694982335674875	0.656703445712499	FALSE	0.0531147424990683	0.999999618177928	FALSE	-0.0313889839157184	0.745570200483642	FALSE	-0.105630274823139	0.198996277294869	FALSE
ENSMUSG00000025935	Tram1	chr1	protein_coding	-0.0356073432617491	0.874937848447826	FALSE	0.0229436062356179	0.999999618177928	FALSE	0.271115868725393	1.0919929054973e-05	FALSE	0.327471013491769	1.56836847002588e-07	FALSE
ENSMUSG00000025937	Lactb2	chr1	protein_coding	0.308978285236299	0.158445421340163	FALSE	0.989911639117336	5.1638436158009e-14	FALSE	0.406534368205461	4.90138452014082e-05	FALSE	0.444028211007343	7.05826658947083e-06	FALSE
ENSMUSG00000067813	Xkr9	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025932	Eya1	chr1	protein_coding	0.546965915949307	6.70416744620936e-09	FALSE	-0.384262233322891	0.00797255748403127	FALSE	-1.36619775594634	0.00527040142619172	TRUE	-1.60390538078323	0.00100061461695896	TRUE
ENSMUSG00000025930	Msc	chr1	protein_coding	0.0248406745247808	NA	FALSE	1.03392470342653	NA	FALSE	2.5028611984155	NA	FALSE	3.34238354878501	NA	FALSE
ENSMUSG00000032769	Trpa1	chr1	protein_coding	0.175455213434288	NA	FALSE	0.349705557384585	NA	FALSE	1.70466573280703	0.00260300707808386	TRUE	1.22035072724726	0.0532016686765073	FALSE
ENSMUSG00000092083	Kcnb2	chr1	protein_coding	0.13381748086475	0.944336738290371	FALSE	0.92683260074399	0.44661404807964	FALSE	-1.59231403082474	0.0279043081723195	TRUE	-3.55270368848953	8.47721232514108e-05	TRUE
ENSMUSG00000025925	Terf1	chr1	protein_coding	0.0370905848373256	0.913932598498421	FALSE	0.105257039644645	0.999999618177928	FALSE	0.526519186343159	2.33115045707384e-10	FALSE	0.714989811707973	1.43532871240609e-18	FALSE
ENSMUSG00000032719	Sbspon	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	-0.897480130772788	NA	FALSE	0.581548934093824	NA	FALSE
ENSMUSG00000067795	4930444P10Rik	chr1	protein_coding	2.21508638786741	NA	FALSE	2.27568136307727	NA	FALSE	3.6213365219098	0.144848311643596	FALSE	2.7920864124744	NA	FALSE
ENSMUSG00000043716	Rpl7	chr1	protein_coding	-0.0858586437861318	0.0491410230311939	FALSE	-0.011391452521895	0.999999618177928	FALSE	-0.0546922329295803	0.100955872183881	FALSE	-0.0221601671114145	0.665053359893283	FALSE
ENSMUSG00000025921	Rdh10	chr1	protein_coding	-0.165642985585978	0.57069723947827	FALSE	-0.031884002946861	0.999999618177928	FALSE	0.768181505550932	1.91408946014795e-07	FALSE	0.63511106145441	4.1775366381049e-05	FALSE
ENSMUSG00000025920	Stau2	chr1	protein_coding	0.133060405913641	0.591550168801913	FALSE	-0.0281927702567268	0.999999618177928	FALSE	0.264624795670404	0.0433910035481934	FALSE	0.23617608497344	0.0791339446128986	FALSE
ENSMUSG00000025939	Ube2w	chr1	protein_coding	0.0817417334901214	0.847023981916689	FALSE	0.282802319443479	0.426994242689964	FALSE	0.00910734184866845	0.968060393941224	FALSE	-0.126963857105036	0.49390370331014	FALSE
ENSMUSG00000079658	Eloc	chr1	protein_coding	-0.0653552023170987	0.709380250795998	FALSE	-0.00326471000810949	0.999999618177928	FALSE	-0.063838075681961	0.544019055609224	FALSE	-0.0969355956376244	0.319211662566216	FALSE
ENSMUSG00000025940	Tmem70	chr1	protein_coding	-0.118564558019126	0.793755307207412	FALSE	0.143833215339195	0.999999618177928	FALSE	0.167426714617992	0.34553335749888	FALSE	0.225162133654388	0.16864371830211	FALSE
ENSMUSG00000025779	Ly96	chr1	protein_coding	-0.246544615268127	NA	FALSE	-0.403023911037087	NA	FALSE	-0.630900163156524	NA	FALSE	0.358803334566047	NA	FALSE
ENSMUSG00000042686	Jph1	chr1	protein_coding	-0.0979408391719476	0.931267762966807	FALSE	0.306603336689525	0.999999618177928	FALSE	0.206481743477078	0.442056187750016	FALSE	0.116942026879921	0.689737452785267	FALSE
ENSMUSG00000025777	Gdap1	chr1	protein_coding	-0.444652915314884	0.794911469711771	FALSE	-0.0905024161866645	NA	FALSE	-0.00956795007117162	0.992135657535442	FALSE	-0.154246864032793	0.845016786346936	FALSE
ENSMUSG00000067780	Pi15	chr1	protein_coding	2.78762707785238	NA	FALSE	NA	NA	FALSE	0.758926018422999	NA	FALSE	-0.858659069583219	NA	FALSE
ENSMUSG00000025776	Crispld1	chr1	protein_coding	-0.143154308357871	0.894300068590023	FALSE	-0.633943193715337	0.780707232362672	FALSE	-2.23905220720397	1.87557006957093e-05	TRUE	-1.80860376718119	6.13452671100215e-11	TRUE
ENSMUSG00000025774	Crisp4	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000073735	Defb18	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000067773	Defb41	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000042596	Tfap2d	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025927	Tfap2b	chr1	protein_coding	2.92086976135215	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	2.14087167161385	NA	FALSE
ENSMUSG00000043760	Pkhd1	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	3.05056295273904	NA	FALSE	NA	NA	FALSE
ENSMUSG00000025929	Il17a	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000041872	Il17f	chr1	protein_coding	-0.979285083659981	NA	FALSE	-3.89128573891564	NA	FALSE	-0.536836028940478	NA	FALSE	-0.140778575479795	NA	FALSE
ENSMUSG00000041859	Mcm3	chr1	protein_coding	-0.0951475768505281	0.123153513663721	FALSE	0.0126644603359549	0.999999618177928	FALSE	-0.0560311324375741	0.264800481252807	FALSE	-0.038496186721131	0.53481473974533	FALSE
ENSMUSG00000025931	Paqr8	chr1	protein_coding	0.0981022656783007	0.898399367171985	FALSE	0.0602071633358962	0.999999618177928	FALSE	-0.494199430696501	0.126459132680174	FALSE	-0.215615240582135	0.530194166938558	FALSE
ENSMUSG00000041809	Efhc1	chr1	protein_coding	-0.36227615140461	NA	FALSE	0.181597582631176	NA	FALSE	1.45074433781908	0.0582839963514569	FALSE	1.81970205559835	0.00659042751682721	TRUE
ENSMUSG00000041779	Tram2	chr1	protein_coding	0.249934286721512	0.356425027744601	FALSE	0.000703992144230094	0.999999618177928	FALSE	-0.248074070287786	0.1692501594301	FALSE	-0.144323697093101	0.454453331540965	FALSE
ENSMUSG00000025933	Tmem14a	chr1	protein_coding	0.0718833701637047	0.974055977117751	FALSE	0.369996501485828	0.999999618177928	FALSE	0.49839646177879	0.463226116268558	FALSE	0.471511615372392	0.477434876879218	FALSE
ENSMUSG00000025934	Gsta3	chr1	protein_coding	-1.82281299530643	NA	FALSE	0.182646529512484	NA	FALSE	3.01093983520923	0.294727603266246	FALSE	3.84452974943505	0.0982797673404571	FALSE
ENSMUSG00000067750	Khdc1a	chr1	protein_coding	-0.216052512709107	NA	FALSE	0.467100784855148	NA	FALSE	-1.61721533873259	NA	FALSE	-1.80133890331365	NA	FALSE
ENSMUSG00000041722	Khdc1c	chr1	protein_coding	0.36588389881133	NA	FALSE	-2.50466319583331	NA	FALSE	-1.57902725714862	NA	FALSE	-3.15958158397497	NA	FALSE
ENSMUSG00000085079	Khdc1b	chr1	protein_coding	NA	NA	FALSE	2.27568136307727	NA	FALSE	-2.35023842329913	NA	FALSE	-1.1091964500596	NA	FALSE
ENSMUSG00000028033	Kcnq5	chr1	protein_coding	-0.254637110921667	NA	FALSE	-0.235790026009453	NA	FALSE	-1.65561218348135	0.131305809163509	FALSE	-0.69219102937617	0.486689221976314	FALSE
ENSMUSG00000041670	Rims1	chr1	protein_coding	0.416931252139065	0.721507514753577	FALSE	-0.497006249125858	0.999999618177928	FALSE	0.423862189239868	0.589755244852478	FALSE	0.524191295211871	0.461300572937886	FALSE
ENSMUSG00000073730	Ppp1r14bl	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026158	Ogfrl1	chr1	protein_coding	-0.288433839969078	0.261836152660825	FALSE	-0.127764461423679	0.999999618177928	FALSE	0.912549264609146	1.62973663587481e-10	FALSE	1.020792327721	1.68960425245781e-13	TRUE
ENSMUSG00000026156	B3gat2	chr1	protein_coding	-0.253326236594957	NA	FALSE	-0.889465471331164	NA	FALSE	0.588074317417712	0.700862228614251	FALSE	0.961702411161713	0.432623929824767	FALSE
ENSMUSG00000026155	Smap1	chr1	protein_coding	-0.164414901683585	0.201202331290231	FALSE	-0.0657721238022128	0.999999618177928	FALSE	0.227036640574922	0.0100549565838767	FALSE	0.362039814099856	2.96062273557506e-05	FALSE
ENSMUSG00000026154	Sdhaf4	chr1	protein_coding	-0.121025699812557	0.886873915230031	FALSE	-0.074328175306294	0.999999618177928	FALSE	0.336876127062576	0.230352607257268	FALSE	0.336185644293782	0.214296921388582	FALSE
ENSMUSG00000026153	Fam135a	chr1	protein_coding	-0.139685593357767	0.309335791873573	FALSE	-0.0889200178927896	0.991304403161617	FALSE	0.070869204041282	0.510166847102905	FALSE	-0.141232499334324	0.142256361255487	FALSE
ENSMUSG00000026147	Col9a1	chr1	protein_coding	-0.370697417727218	0.802663555588514	FALSE	-0.696310608568886	NA	FALSE	-1.38769458026293	0.202152968473313	FALSE	-1.42591848006484	0.174520302558166	FALSE
ENSMUSG00000026141	Col19a1	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	0.0646045000305208	0.983594475792168	FALSE	0.218440627794387	NA	FALSE
ENSMUSG00000073725	Lmbrd1	chr1	protein_coding	0.179706459979735	0.396016480233675	FALSE	-0.215972723318194	0.694555211054939	FALSE	0.0975930265865194	0.592603286198444	FALSE	0.150362204723265	0.361309631746813	FALSE
ENSMUSG00000033569	Adgrb3	chr1	protein_coding	0.314309775191052	0.66864311592412	FALSE	-0.00676523331245636	0.999999618177928	FALSE	-0.0378251238666823	0.958552992919578	FALSE	-0.230991230640234	0.73013982462678	FALSE
ENSMUSG00000073722	4931408C20Rik	chr1	protein_coding	-1.77267319212644	NA	FALSE	0.672478168340763	NA	FALSE	NA	NA	FALSE	1.07825303160028	NA	FALSE
ENSMUSG00000048411	Gm597	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000048874	Phf3	chr1	protein_coding	-0.00918565056854736	0.964409544588718	FALSE	0.00684641408260628	0.999999618177928	FALSE	-0.0360623417875571	0.649582260167931	FALSE	-0.00833681060602438	0.929288572780455	FALSE
ENSMUSG00000026064	Ptp4a1	chr1	protein_coding	-0.0970115347548609	0.727658290428842	FALSE	-0.129478581636596	0.998160589373073	FALSE	-0.0246265356513426	0.889970915197843	FALSE	0.00594718273803262	0.974488557226889	FALSE
ENSMUSG00000117091	Gm5698	chr1	protein_coding	-2.74172182784902	NA	FALSE	-0.159108177392722	NA	FALSE	0.0689373003234651	NA	FALSE	-0.149465156410207	NA	FALSE
ENSMUSG00000086727	4931428L18Rik	chr1	protein_coding	NA	NA	FALSE	2.32803314443719	NA	FALSE	NA	NA	FALSE	2.7252535207383	NA	FALSE
ENSMUSG00000050217	Lgsn	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026063	Pih1d3	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026058	Khdrbs2	chr1	protein_coding	1.23517789793244	NA	FALSE	0.0525127935977142	NA	FALSE	1.13710991508889	0.381957948255637	FALSE	0.610633474658517	0.695049363806575	FALSE
ENSMUSG00000091318	Gm5415	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026134	Prim2	chr1	protein_coding	0.0752680461023402	0.783887376544534	FALSE	0.0316087648035477	0.999999618177928	FALSE	-0.119293744139608	0.376235988521744	FALSE	-0.123092172141137	0.351791618121224	FALSE
ENSMUSG00000004768	Rab23	chr1	protein_coding	0.0659814322934367	0.836074439705388	FALSE	0.161166471199621	0.800134196981576	FALSE	-0.151493319289697	0.18736816227969	FALSE	-0.0942016848788223	0.449782141451417	FALSE
ENSMUSG00000042215	Bag2	chr1	protein_coding	-0.108393936483963	0.78667197048927	FALSE	-0.094926975374454	0.999999618177928	FALSE	0.126246611215176	0.530546671031659	FALSE	0.185095469618874	0.314679995848951	FALSE
ENSMUSG00000042197	Zfp451	chr1	protein_coding	-0.0197438246312065	0.940550557899495	FALSE	0.0112367768130001	0.999999618177928	FALSE	-0.169990523528449	0.0281475375835774	FALSE	-0.232748833840579	0.00445391373238698	FALSE
ENSMUSG00000042182	Bend6	chr1	protein_coding	-0.0979718561414725	0.896857915807475	FALSE	-0.212589118772416	0.999999618177928	FALSE	-0.0425439091851212	0.918785301640484	FALSE	-0.108444393770989	0.775442157716295	FALSE
ENSMUSG00000026131	Dst	chr1	protein_coding	-0.00632024102530231	0.973184034190568	FALSE	-0.243527550178839	2.01393170120884e-08	FALSE	0.609121674909544	1.3897599380444e-69	FALSE	0.49409733788941	0.000441665783975035	FALSE
ENSMUSG00000042111	Ccdc115	chr1	protein_coding	-0.0870490639830838	0.811874045027286	FALSE	-0.162336328032587	0.965139986874196	FALSE	-0.101308498030729	0.574451369507677	FALSE	-0.113025036777177	0.510611149080115	FALSE
ENSMUSG00000026127	Imp4	chr1	protein_coding	-0.0506731684880827	0.801934080463254	FALSE	-0.00560931740281463	0.999999618177928	FALSE	-0.263253744198175	0.000221887432453084	FALSE	-0.279135910590871	0.000135357804921156	FALSE
ENSMUSG00000026126	Ptpn18	chr1	protein_coding	1.22714960880961	NA	FALSE	0.907345498138095	NA	FALSE	0.840141834717595	0.420998225525283	FALSE	1.28704728189682	0.122952087560774	FALSE
ENSMUSG00000026125	Prss39	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000026124	Cfc1	chr1	protein_coding	-0.285698657617185	NA	FALSE	1.07583870826501	NA	FALSE	-1.78585695894635	NA	FALSE	0.0549875491338429	0.983144256845981	FALSE
ENSMUSG00000037529	Prss40	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000045174	Amer3	chr1	protein_coding	0.768339844777046	NA	FALSE	0.899603893913409	NA	FALSE	-0.747256011615322	0.436779050977792	FALSE	-0.39013722365764	0.685859854853447	FALSE
ENSMUSG00000037509	Arhgef4	chr1	protein_coding	0.564542635177381	0.46366828479229	FALSE	0.43126625519651	0.999999618177928	FALSE	0.151728241767617	0.747661222102334	FALSE	0.163698570234315	0.716226778126115	FALSE
ENSMUSG00000037503	Fam168b	chr1	protein_coding	0.0019880972270424	0.990387545277289	FALSE	-0.0508604869825745	0.905573510842937	FALSE	-0.184414429182264	9.96158666143344e-05	FALSE	-0.264329032949793	1.1064925520857e-07	FALSE
ENSMUSG00000026123	Plekhb2	chr1	protein_coding	0.405877795544674	0.247912973008887	FALSE	0.119903436366948	0.999999618177928	FALSE	0.0531620008336659	0.855431254643712	FALSE	0.0211869809211866	0.946965705176465	FALSE
ENSMUSG00000045216	Hs6st1	chr1	protein_coding	0.0534818468897186	0.849644378973595	FALSE	0.0123763166567472	0.999999618177928	FALSE	0.209058834572252	0.0865844233460903	FALSE	0.291204578912459	0.00933085780425066	FALSE
ENSMUSG00000037470	Uggt1	chr1	protein_coding	-0.0656749266615512	0.611560540087196	FALSE	-0.0435294742365039	0.999999618177928	FALSE	-0.0605286531263945	0.385367936576239	FALSE	-0.0794080727270074	0.297281802996494	FALSE
ENSMUSG00000047180	Neurl3	chr1	protein_coding	-1.2467028340407	NA	FALSE	-2.09749579107021	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000037447	Arid5a	chr1	protein_coding	0.436383467171098	0.360229992026041	FALSE	0.20951448935476	0.999999618177928	FALSE	-0.700370047506052	0.18230451944693	FALSE	-0.401169700482508	0.437053463635713	FALSE
ENSMUSG00000010453	Kansl3	chr1	protein_coding	-0.0114240428889118	0.96927809699518	FALSE	-0.0623663086388999	0.999999618177928	FALSE	-0.143154602480416	0.107905070868463	FALSE	-0.1197110569414	0.207117141278559	FALSE
ENSMUSG00000037432	Fer1l5	chr1	protein_coding	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE
ENSMUSG00000001143	Lman2l	chr1	protein_coding	0.257152520475742	0.179228323533067	FALSE	-0.00146180684519861	0.999999618177928	FALSE	-0.169041692903505	0.201425664368923	FALSE	-0.169980711892245	0.192813469190892	FALSE
ENSMUSG00000037408	Cnnm4	chr1	protein_coding	-0.332493018789682	0.633437623186737	FALSE	-0.394506029839027	0.956074457266833	FALSE	0.232003320058945	0.381438945836338	FALSE	0.211927137474841	0.421729704379195	FALSE
ENSMUSG00000001138	Cnnm3	chr1	protein_coding	0.0824986774681187	0.76820998660284	FALSE	0.0437045067309052	0.999999618177928	FALSE	-0.017338204550251	0.919736923198218	FALSE	0.0471395654458228	0.761235116450347	FALSE
ENSMUSG00000067653	Ankrd23	chr1	protein_coding	0.32302671989062	0.686350099589805	FALSE	0.117789453827542	0.999999618177928	FALSE	-0.0752426647523362	0.863522303687872	FALSE	-0.258520513985691	0.501265951344542	FALSE
ENSMUSG00000079610	Ankrd39	chr1	protein_coding	0.389482572884075	0.509001504743257	FALSE	0.311734979427399	0.999999618177928	FALSE	0.263131328818891	0.439952455897327	FALSE	-0.0618740417578973	0.888678248032232	FALSE
ENSMUSG00000026121	Sema4c	chr1	protein_coding	0.0705727786868327	0.632378800998788	FALSE	-0.0291036965634192	0.999999618177928	FALSE	-0.493540125645992	2.11399861284253e-08	FALSE	-0.576821573826494	9.79487102749155e-11	FALSE
ENSMUSG00000046337	Fam178b	chr1	protein_coding	-0.482077568556173	0.733789875594098	FALSE	0.000560764502373016	0.999999618177928	FALSE	0.219379643034653	0.843641754841976	FALSE	0.56344974787334	0.520684581396309	FALSE
ENSMUSG00000061518	Cox5b	chr1	protein_coding	-0.0155922307289611	0.952947029812877	FALSE	0.0394931329072507	0.999999618177928	FALSE	0.0221123591309843	0.829218229251288	FALSE	0.273389446420718	0.000286454371044917	FALSE
ENSMUSG00000037351	Actr1b	chr1	protein_coding	-0.103852900940979	0.272081376038451	FALSE	0.00716301489532965	0.999999618177928	FALSE	0.0657588651308086	0.367338510570748	FALSE	0.00502202815046463	0.960255388082912	FALSE
